GKZ;Gebietsname;Wahlberechtigte;abgegebene;ungueltige;gueltige;OEVP;SPOE;FPOE;GRUENE;NEOS;DNA;KPOE
G80208;Buch;463;268;6;262;119;15;60;24;32;10;2
G80209;Damüls;232;149;0;149;108;5;8;8;20;0;0
G80210;Doren;765;422;2;420;180;32;95;37;58;13;5
G80211;Egg;2770;1295;16;1279;498;85;239;193;193;49;22
G80212;Eichenberg;274;153;0;153;79;3;32;12;10;11;6
G80213;Fußach;2788;1324;2;1322;288;245;359;160;192;44;34
G80214;Gaißau;1356;693;2;691;202;109;189;90;64;20;17
G80215;Hard;9306;4324;20;4304;967;725;988;677;741;118;88
G80216;Hittisau;1413;716;4;712;261;52;165;110;96;22;6
G80217;Höchst;5860;2656;18;2638;699;347;664;396;389;96;47
G80218;Hörbranz;4577;2356;24;2332;665;323;571;294;340;87;52
G80219;Hohenweiler;954;495;8;487;148;58;104;78;66;20;13
G80220;Kennelbach;1327;680;5;675;195;102;151;94;104;14;15
G80221;Krumbach;828;381;5;376;133;46;102;43;33;15;4
G80222;Langen bei Bregenz;1124;567;8;559;222;46;159;57;54;16;5
G80223;Langenegg;843;443;4;439;173;34;85;58;64;20;5
G80224;Lauterach;7150;3486;19;3467;861;549;818;487;571;107;74
G80225;Lingenau;1136;659;2;657;245;47;104;120;112;24;5
G80226;Lochau;4319;2133;17;2116;618;311;383;326;372;66;40
G80227;Mellau;919;441;3;438;131;39;124;39;88;15;2
G80228;Mittelberg;2441;1169;5;1164;407;94;306;204;117;19;17
G80229;Möggers;393;235;2;233;118;25;32;24;23;6;5
G80230;Reuthe;454;189;1;188;82;15;30;21;34;3;3
G80231;Riefensberg;710;355;3;352;158;27;91;39;24;11;2
G80232;Schnepfau;330;158;4;154;73;13;21;14;25;6;2
G80233;Schoppernau;702;364;2;362;184;19;81;34;33;8;3
G80234;Schröcken;159;86;1;85;49;5;9;9;10;2;1
G80235;Schwarzach;2782;1613;11;1602;450;206;339;244;293;46;24
G80236;Schwarzenberg;1383;701;4;697;289;36;89;114;138;22;9
G80237;Sibratsgfäll;324;176;0;176;92;7;51;16;9;1;0
G80238;Sulzberg;1274;786;4;782;359;52;141;85;118;17;10
G80239;Warth;122;53;1;52;26;5;8;2;9;2;0
G80240;Wolfurt;6096;3204;23;3181;920;434;601;587;502;83;54
G80299;Wahlkarten - Bregenz;0;2233;15;2218;516;303;308;540;420;65;66
G80300;Dornbirn;61339;28831;179;28652;6861;4092;6636;4881;4652;864;666
G80301;Dornbirn;34164;16088;89;15999;3866;2430;3456;2786;2565;516;380
G80302;Hohenems;11271;4370;27;4343;947;593;1235;697;661;120;90
G80303;Lustenau;15904;6405;51;6354;1649;769;1660;945;1041;172;118
G80399;Wahlkarten - Dornbirn;0;1968;12;1956;399;300;285;453;385;56;78
G80400;Feldkirch;77599;39223;285;38938;9293;5578;8735;6609;6468;1349;906
G80401;Altach;5180;2493;19;2474;529;378;598;382;401;115;71
G80402;Düns;316;186;2;184;52;15;44;29;31;11;2
G80403;Dünserberg;112;64;0;64;25;4;22;4;4;5;0
G80404;Feldkirch;23621;11203;72;11131;2449;1709;2434;1994;1930;332;283
G80405;Frastanz;4308;1947;15;1932;547;235;435;325;286;56;48
G80406;Fraxern;562;334;3;331;103;37;69;44;58;16;4
G80407;Göfis;2545;1324;7;1317;337;155;287;237;225;54;22
G80408;Götzis;8067;3645;29;3616;845;571;803;587;617;105;88
G80409;Klaus;2270;1215;5;1210;301;200;213;223;206;47;20
G80410;Koblach;3659;1815;15;1800;396;218;506;270;288;85;37
G80411;Laterns;535;275;4;271;106;27;54;25;34;18;7
G80412;Mäder;2989;1373;8;1365;285;196;414;157;232;47;34
G80413;Meiningen;1689;772;4;768;161;98;232;118;122;22;15
G80414;Rankweil;8513;3981;22;3959;953;558;830;739;683;115;81
G80415;Röns;294;174;2;172;43;19;37;37;32;3;1
G80416;Röthis;1597;797;8;789;223;99;150;131;138;29;19
G80417;Satteins;2076;1024;10;1014;261;150;284;120;123;48;28
G80418;Schlins;1778;916;9;907;254;152;190;125;145;27;14
G80419;Schnifis;622;329;4;325;92;33;65;42;68;19;6
G80420;Sulz;1975;1028;9;1019;281;147;214;175;148;34;20
G80421;Übersaxen;502;244;5;239;94;23;55;32;27;7;1
G80422;Viktorsberg;323;182;2;180;62;26;34;18;24;9;7
G80423;Weiler;1636;860;6;854;211;129;202;124;128;41;19
G80424;Zwischenwasser;2430;1264;7;1257;343;142;300;224;183;46;19
G80499;Wahlkarten - Feldkirch;0;1778;18;1760;340;257;263;447;335;58;60
G90000;Wien;1139782;602207;6179;596028;84528;176853;107800;107508;80327;11155;27857
G9A000;Wien Innen-Süd;104759;61618;462;61156;8172;17429;7272;14191;9858;1009;3225
G9B000;Wien Innen-West;90363;59285;361;58924;8690;15029;5565;15201;10545;945;2949
G9C000;Wien Innen-Ost;103795;53782;452;53330;5562;17196;7832;12245;6429;889;3177
G9D000;Wien Süd;218663;94834;1223;93611;11718;31355;23406;11563;9210;1775;4584
G9E000;Wien Süd-West;212047;117687;1216;116471;18960;33185;20230;20486;16398;2378;4834
G9F000;Wien Nord-West;165680;97291;837;96454;16149;25160;13084;20642;15146;1695;4578
G9G000;Wien Nord;244475;117710;1628;116082;15277;37499;30411;13180;12741;2464;4510
G90100;Wien  1.,Innere Stadt;11044;7153;35;7118;1878;1421;942;1094;1491;133;159
G90101;Innere Stadt;11044;6696;33;6663;1761;1338;912;998;1375;128;151
G90199;Wahlkarten - Wien  1.,Innere Stadt;0;457;2;455;117;83;30;96;116;5;8
G90200;Wien  2.,Leopoldstadt;60384;33755;252;33503;3442;10383;4260;8472;4489;541;1916
G90201;Leopoldstadt;60384;31865;242;31623;3297;9873;4135;7830;4163;522;1803
G90299;Wahlkarten - Wien  2.,Leopoldstadt;0;1890;10;1880;145;510;125;642;326;19;113
G90300;Wien  3.,Landstraße;56048;32776;242;32534;4518;9363;4102;7056;5377;555;1563
G90301;Landstraße;56048;30533;225;30308;4260;8711;3974;6434;4962;514;1453
G90399;Wahlkarten - Wien  3.,Landstraße;0;2243;17;2226;258;652;128;622;415;41;110
G90400;Wien  4.,Wieden;19759;12561;82;12479;1966;3303;1304;2904;2255;196;551
G90401;Wieden;19759;11870;76;11794;1879;3143;1268;2678;2126;184;516
G90499;Wahlkarten - Wien  4.,Wieden;0;691;6;685;87;160;36;226;129;12;35
G90500;Wien  5.,Margareten;28952;16281;138;16143;1688;4763;1866;4231;2226;258;1111
G90501;Margareten;28952;15318;129;15189;1603;4507;1818;3895;2073;249;1044
G90599;Wahlkarten - Wien  5.,Margareten;0;963;9;954;85;256;48;336;153;9;67
G90600;Wien  6.,Mariahilf;19298;11988;75;11913;1482;3335;1157;3210;1876;186;667
G90601;Mariahilf;19298;11241;73;11168;1404;3167;1111;2961;1722;171;632
G90699;Wahlkarten - Wien  6.,Mariahilf;0;747;2;745;78;168;46;249;154;15;35
G90700;Wien  7.,Neubau;19881;13336;83;13253;1426;3480;1014;4070;2283;197;783
G90701;Neubau;19881;12454;76;12378;1347;3259;983;3777;2109;182;721
G90799;Wahlkarten - Wien  7.,Neubau;0;882;7;875;79;221;31;293;174;15;62
G90800;Wien  8.,Josefstadt;15183;10671;71;10600;1636;2663;941;2701;1985;168;506
G90801;Josefstadt;15183;9985;70;9915;1559;2491;913;2469;1843;159;481
G90899;Wahlkarten - Wien  8.,Josefstadt;0;686;1;685;77;172;28;232;142;9;25
G90900;Wien  9.,Alsergrund;24957;16137;97;16040;2268;4130;1511;4126;2910;261;834
G90901;Alsergrund;24957;14968;93;14875;2137;3872;1443;3723;2672;243;785
G90999;Wahlkarten - Wien  9.,Alsergrund;0;1169;4;1165;131;258;68;403;238;18;49
G91000;Wien 10.,Favoriten;105906;44679;603;44076;5694;14842;11406;5048;4159;810;2117
G91001;Favoriten;105906;43030;584;42446;5524;14311;11175;4682;3941;785;2028
G91099;Wahlkarten - Wien 10.,Favoriten;0;1649;19;1630;170;531;231;366;218;25;89
G91100;Wien 11.,Simmering;59180;24525;333;24192;2799;8251;7372;2186;2018;492;1074
G91101;Simmering;59180;23120;314;22806;2640;7794;7111;1968;1821;458;1014
G91199;Wahlkarten - Wien 11.,Simmering;0;1405;19;1386;159;457;261;218;197;34;60
G91200;Wien 12.,Meidling;53577;25630;287;25343;3225;8262;4628;4329;3033;473;1393
G91201;Meidling;53577;24346;268;24078;3096;7870;4497;4011;2828;463;1313
G91299;Wahlkarten - Wien 12.,Meidling;0;1284;19;1265;129;392;131;318;205;10;80
G91300;Wien 13.,Hietzing;37279;23759;195;23564;5513;5185;3383;3926;4345;551;661
G91301;Hietzing;37279;22594;178;22416;5281;4964;3285;3662;4076;524;624
G91399;Wahlkarten - Wien 13.,Hietzing;0;1165;17;1148;232;221;98;264;269;27;37
G91400;Wien 14.,Penzing;60301;34175;354;33821;5098;9895;5587;6484;4612;676;1469
G91401;Penzing;60301;32407;329;32078;4889;9412;5430;6025;4313;648;1361
G91499;Wahlkarten - Wien 14.,Penzing;0;1768;25;1743;209;483;157;459;299;28;108
G91500;Wien 15.,Rudolfsheim-Fünfhaus;37717;19267;199;19068;1748;6109;2645;4865;1983;295;1423
G91501;Rudolfsheim-Fünfhaus;37717;17727;188;17539;1649;5682;2553;4325;1753;280;1297
G91599;Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus;0;1540;11;1529;99;427;92;540;230;15;126
G91600;Wien 16.,Ottakring;54584;28978;273;28705;3359;8972;4398;6459;3287;445;1785
G91601;Ottakring;54584;26906;262;26644;3152;8379;4277;5752;3009;427;1648
G91699;Wahlkarten - Wien 16.,Ottakring;0;2072;11;2061;207;593;121;707;278;18;137
G91700;Wien 17.,Hernals;31585;18574;167;18407;2654;4927;2414;4409;2632;331;1040
G91701;Hernals;31585;17561;159;17402;2541;4672;2348;4083;2462;323;973
G91799;Wahlkarten - Wien 17.,Hernals;0;1013;8;1005;113;255;66;326;170;8;67
G91800;Wien 18.,Währing;32140;21297;163;21134;3726;4779;2144;5314;3931;382;858
G91801;Währing;32140;20044;149;19895;3553;4511;2075;4926;3676;363;791
G91899;Wahlkarten - Wien 18.,Währing;0;1253;14;1239;173;268;69;388;255;19;67
G91900;Wien 19.,Döbling;47371;28442;234;28208;6410;6482;4128;4460;5296;537;895
G91901;Döbling;47371;26539;214;26325;6048;6098;3971;4011;4864;507;826
G91999;Wahlkarten - Wien 19.,Döbling;0;1903;20;1883;362;384;157;449;432;30;69
G92000;Wien 20.,Brigittenau;43411;20027;200;19827;2120;6813;3572;3773;1940;348;1261
G92001;Brigittenau;43411;19044;187;18857;2043;6527;3496;3466;1819;331;1175
G92099;Wahlkarten - Wien 20.,Brigittenau;0;983;13;970;77;286;76;307;121;17;86
G92100;Wien 21.,Floridsdorf;109006;50883;674;50209;6738;16293;13810;5315;5047;1066;1940
G92101;Floridsdorf;109006;49018;648;48370;6532;15642;13529;5004;4778;1020;1865
G92199;Wahlkarten - Wien 21.,Floridsdorf;0;1865;26;1839;206;651;281;311;269;46;75
G92200;Wien 22.,Donaustadt;135469;66827;954;65873;8539;21206;16601;7865;7694;1398;2570
G92201;Donaustadt;135469;64148;910;63238;8240;20358;16234;7362;7269;1332;2443
G92299;Wahlkarten - Wien 22.,Donaustadt;0;2679;44;2635;299;848;367;503;425;66;127
G92300;Wien 23.,Liesing;76750;40486;468;40018;6601;11996;8615;5211;5458;856;1281
G92301;Liesing;76750;38544;446;38098;6324;11410;8367;4873;5102;815;1207
G92399;Wahlkarten - Wien 23.,Liesing;0;1942;22;1920;277;586;248;338;356;41;74
